,Dist(nm),FES(kcal/mol),Derivatives,Replica name,Fit FES(kcal/mol)
70,2.504222025,-23.608427249,10.744377859,replica15,-22.728570041495278
71,2.521862911,-23.352028498,18.137315122,replica15,-22.49411255742898
72,2.539503797,-22.982652715,23.258990018,replica15,-22.27484962023374
73,2.557144684,-22.550651162,25.163055347,replica15,-22.06620999011907
74,2.57478557,-22.112937353,24.019765352,replica15,-21.863752805923326
75,2.592426456,-21.714116877,21.002885537,replica15,-21.66345480346344
76,2.610067342,-21.374489404,17.61857965,replica15,-21.4619527428091
77,2.627708228,-21.087372927,15.174904112,replica15,-21.256729926650237
78,2.645349114,-20.830462161,14.190900959,replica15,-21.046239012790114
79,2.66299,-20.581500251,14.114877006,replica15,-20.82995697128843
80,2.680630886,-20.332961658,13.952612234,replica15,-20.6083718169859
81,2.698271772,-20.095363463,12.764983428,replica15,-20.382904463113135
82,2.715912658,-19.888773448,10.522815818,replica15,-20.15577249958058
83,2.733553544,-19.726020616,7.927650702,replica15,-19.929805724366418
84,2.75119443,-19.604182613,6.062363984,replica15,-19.708225696862712
85,2.768835316,-19.5044934,5.464942238,replica15,-19.494403318982883
86,2.786476203,-19.403823346,6.188922623,replica15,-19.291609402132135
87,2.804117089,-19.277937043,8.286215967,replica15,-19.102773306402906
88,2.821757975,-19.103766265,11.602691328,replica15,-18.930264046565167
89,2.839398861,-18.868183614,14.974638946,replica15,-18.775706794306302
90,2.857039747,-18.58496871,16.71681234,replica15,-18.639845554393027
91,2.874680633,-18.300221103,14.878526466,replica15,-18.522460075719938
92,2.892321519,-18.084754154,8.981240912,replica15,-18.422341926772784
93,2.909962405,-17.996131702,0.970692283,replica15,-18.337331289506672
94,2.927603291,-18.044575628,-6.050566049,replica15,-18.264412588058544
95,2.945244177,-18.186922307,-9.366569309,replica15,-18.199863752984122
96,2.962885063,-18.348566049,-8.283444068,replica15,-18.139450904020052
97,2.980525949,-18.46188304,-4.238774007,replica15,-18.078657674090206
98,2.998166835,-18.491966351,0.855051304,replica15,-18.012936428765695
99,3.015807722,-18.432925973,5.774255983,replica15,-17.93796736117881
100,3.033448608,-18.28968597,10.422348151,replica15,-17.849910928030123
101,3.051089494,-18.065999384,14.90006088,replica15,-17.74563936317872
102,3.06873038,-17.76747417,18.778452199,replica15,-17.622934045440307
103,3.086371266,-17.413603173,20.972377493,replica15,-17.480637250458265
104,3.104012152,-17.044388846,20.408181316,replica15,-17.318749189528226
105,3.121653038,-16.711030023,16.939842729,replica15,-17.138464105587957
106,3.139293924,-16.45731156,11.703295081,replica15,-16.942142407281263
107,3.15693481,-16.295640291,6.823105239,replica15,-16.733219207554562
108,3.174575696,-16.203832224,4.035475346,replica15,-16.51605301637052
109,3.192216582,-16.136370036,4.072314426,replica15,-16.295721540984207
110,3.209857468,-16.046181804,6.402303999,replica15,-16.077774404557456
111,3.227498354,-15.908753729,9.062931921,replica15,-15.867954955598949
112,3.245139241,-15.736243677,10.119607729,replica15,-15.671905083528864
113,3.262780127,-15.567010482,8.676780201,replica15,-15.494867988363248
114,3.280421013,-15.44057491,5.518488277,replica15,-15.341404120543272
115,3.298061899,-15.370103316,2.695860945,replica15,-15.215134995089654
116,3.315702785,-15.332784365,1.941269124,replica15,-15.118528317338964
117,3.333343671,-15.28657749,3.599731307,replica15,-15.052735898918389
118,3.350984557,-15.200391196,6.129373106,replica15,-15.017493290979731
119,3.368625443,-15.07997327,7.082665797,replica15,-15.011087045772653
120,3.386266329,-14.969854501,4.776968758,replica15,-15.030392189543212
121,3.403907215,-14.929205466,-0.566765602,replica15,-15.070979017243317
122,3.421548101,-14.995289555,-6.850088008,replica15,-15.127284877389451
123,3.439188987,-15.159358378,-11.226689744,replica15,-15.192843376486358
124,3.456829873,-15.368956946,-11.832334674,replica15,-15.260560558971246
125,3.474470759,-15.553810036,-8.553347059,replica15,-15.323025254067613
126,3.492111646,-15.655502175,-2.666202415,replica15,-15.372839042737294
127,3.509752532,-15.642811858,4.100819699,replica15,-15.402950271788349
128,3.527393418,-15.515150382,10.182955798,replica15,-15.406976277915835
129,3.545034304,-15.293558583,14.600501147,replica15,-15.3794984935746
130,3.56267519,-15.0143783,16.590278406,replica15,-15.316316362063255
131,3.580316076,-14.725120843,15.707338932,replica15,-15.21464792699587
132,3.597956962,-14.476448947,12.09787215,replica15,-15.073267483862622
133,3.615597848,-14.307909094,6.873770653,replica15,-14.892573662611692
134,3.633238734,-14.232818752,1.807089415,replica15,-14.674584602180838
135,3.65087962,-14.232759983,-1.367763276,replica15,-14.422860318370647
136,3.668520506,-14.26312343,-1.555953054,replica15,-14.142355786942058
137,3.686161392,-14.267388537,1.630390808,replica15,-13.839211498215752
138,3.703802278,-14.188391081,7.764214734,replica15,-13.520491132196574
139,3.721443165,-13.981389886,15.932603166,replica15,-13.193878417004251
140,3.739084051,-13.623412368,24.560195013,replica15,-12.867347055690352
141,3.756724937,-13.123788784,31.603430568,replica15,-12.548818755078441
142,3.774365823,-12.530036401,34.967000931,replica15,-12.245824816745284
143,3.792006709,-11.918862596,33.500268718,replica15,-11.965186442277334
144,3.809647595,-11.374615856,27.57564985,replica15,-11.712727886218651
145,3.827288481,-10.961979996,19.021695275,replica15,-11.493034918883986
146,3.844929367,-10.703464401,10.509109144,replica15,-11.30926882676876
147,3.862570253,-10.5791035,4.019192455,replica15,-11.16304349622818
148,3.880211139,-10.54737244,-0.025952927,replica15,-11.054370132118265
149,3.897852025,-10.570402081,-2.422029481,replica15,-10.981671005974238
150,3.915492911,-10.631644223,-4.594582293,replica15,-10.941860462306106
151,3.933133797,-10.737497102,-7.57033177,replica15,-10.930488388699962
152,3.950774684,-10.902651188,-11.197657918,replica15,-10.941938617819064
153,3.96841557,-11.130157824,-14.404693145,replica15,-10.96967240260243
154,3.986056456,-11.399249888,-15.661970798,replica15,-11.006505292833367
155,4.003697342,-11.663526741,-13.721868528,replica15,-11.044904517352585
156,4.021338228,-11.862471214,-8.252100323,replica15,-11.077293386532446
157,4.038979114,-11.936314285,0.31543192,replica15,-11.096349287061598
158,4.05662,-11.840992187,10.635314235,replica15,-11.09528252634566
159,4.074260886,-11.561953259,20.758074255,replica15,-11.06808454719123
160,4.091901772,-11.124760601,28.16631169,replica15,-11.009735797923446
161,4.109542658,-10.596344669,30.843733166,replica15,-10.916365708944381
162,4.127183544,-10.068171589,28.19127929,replica15,-10.785359677027383
163,4.14482443,-9.628470465,21.088032976,replica15,-10.615410565543357
164,4.162465316,-9.337023345,11.791355869,replica15,-10.406514860374559
165,4.180106203,-9.210137271,2.889354042,replica15,-10.159916148188632
166,4.197747089,-9.219727472,-3.403564762,replica15,-9.87800088587025
